Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
552,1325142249827491840,luna??,not very social distancing if you ask me :/ https://t.co/QSOEvM1tWV,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1363610179057631237, 'id_str': '1363610179057631237', 'indices': [44, 67], 'media_url': 'http://pbs.twimg.com/media/EuyEO67WQAUsr0-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EuyEO67WQAUsr0-.jpg', 'url': 'https://t.co/QSOEvM1tWV', 'display_url': 'pic.twitter.com/QSOEvM1tWV', 'expanded_url': 'https://twitter.com/honkluna/status/1363610186657726465/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 702, 'resize': 'fit'}, 'large': {'w': 1924, 'h': 1126, 'resize': 'fit'}, 'small': {'w': 680, 'h': 398, 'resize': 'fit'}}}]}",0,26,2021-02-21 22:02:57,14,14.58,50.00,52.86,25.77,14.00,14.29,71.43,35.71,14.29,14.29,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,0.00,14.29,0.00,0.00,7.14,7.14,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,21.43,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29
553,2511131339,Matthew,"“Social distancing and masks are to remain for months to come”

Or you could just not social distance or wear a mas… https://t.co/AWTRcXbTlS","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AWTRcXbTlS', 'expanded_url': 'https://twitter.com/i/web/status/1363610028456968198', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,5,2021-02-21 22:02:20,27,66.94,50.00,58.07,25.77,27.00,11.11,74.07,44.44,3.70,3.70,0.00,0.00,3.70,0.00,0.00,0.00,3.70,11.11,7.41,3.70,11.11,3.70,14.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,14.81,0.00,0.00,3.70,7.41,0.00,11.11,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,7.41,7.41,0.00,0.00,0.00,0.00,0.00,11.11,0.00,14.81,3.70,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,22.22,7.41,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,7.41
554,479571374,Magnus Hagdorn 🌍,Cars following the rangers who just opened Holyrood Park like the Pied Piper. Back onto the pavement for us trying… https://t.co/Gx81oDDXHh,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Gx81oDDXHh', 'expanded_url': 'https://twitter.com/i/web/status/1363609994604781582', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",3,29,2021-02-21 22:02:12,25,98.05,88.48,20.24,25.77,12.50,20.00,56.00,40.00,8.00,4.00,0.00,4.00,0.00,0.00,0.00,4.00,12.00,12.00,0.00,8.00,0.00,0.00,8.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,4.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,20.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
555,474708096,Artemis,@kellsley NZ didn't have many flu cases last year during their winter. Obviously due to masks and social distancing… https://t.co/UI5afSxjL2,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kellsley', 'name': 'Kelly B 💙', 'id': 20071950, 'id_str': '20071950', 'indices': [0, 9]}], 'urls': [{'url': 'https://t.co/UI5afSxjL2', 'expanded_url': 'https://twitter.com/i/web/status/1363609971343183881', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 22:02:06,24,72.69,50.00,91.31,25.77,12.00,16.67,66.67,25.00,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,8.33,8.33,0.00,4.17,4.17,8.33,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,4.17,4.17,0.00,25.00,0.00,4.17,20.83,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,29.17,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,12.50
556,1323275418804379648,Chris,"@Cameronmason25 @andrew_lilico Good, 2nd or 3rd week in August will be start of next season, hopefully stadiums wil… https://t.co/ycNPebwzw4","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Cameronmason25', 'name': 'Cameron mason', 'id': 740915470069555200, 'id_str': '740915470069555200', 'indices': [0, 15]}, {'screen_name': 'andrew_lilico', 'name': 'Andrew Lilico', 'id': 3301743261, 'id_str': '3301743261', 'indices': [16, 30]}], 'urls': [{'url': 'https://t.co/ycNPebwzw4', 'expanded_url': 'https://twitter.com/i/web/status/1363609957875277825', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 22:02:03,24,81.63,33.83,74.76,99.00,24.00,16.67,54.17,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,4.17,4.17,0.00,12.50,4.17,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,4.17,8.33,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,8.33,8.33,25.00,0.00,4.17,20.83,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,37.50,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.83
557,27172818,Mort Borenstein,Sex in the prehistoric past: I recall fear: getting her pregnant.Saved by the pill. for the next gen the big terror… https://t.co/MFrFB6MRyZ,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/MFrFB6MRyZ', 'expanded_url': 'https://twitter.com/i/web/status/1363609953135566851', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 22:02:02,27,99.00,64.46,33.94,1.00,13.50,14.81,74.07,33.33,7.41,7.41,3.70,0.00,0.00,3.70,0.00,0.00,14.81,11.11,0.00,0.00,0.00,0.00,3.70,7.41,0.00,0.00,0.00,0.00,7.41,0.00,7.41,7.41,0.00,0.00,7.41,3.70,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,7.41,7.41,3.70,11.11,0.00,0.00,7.41,3.70,0.00,3.70,0.00,0.00,14.81,0.00,7.41,7.41,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,29.63,14.81,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
558,1319438757234274304,Judge Judy,@Ken_Global @evil_allu @OTKnetwork We see it on stream ? It doesnt matter if you test daily inviting people over co… https://t.co/lc6YF5elpT,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Ken_Global', 'name': 'Ken', 'id': 2494517466, 'id_str': '2494517466', 'indices': [0, 11]}, {'screen_name': 'evil_allu', 'name': 'Olvi12', 'id': 772895389695504384, 'id_str': '772895389695504384', 'indices': [12, 22]}, {'screen_name': 'OTKnetwork', 'name': 'OTK', 'id': 1310888946826608640, 'id_str': '1310888946826608640', 'indices': [23, 34]}], 'urls': [{'url': 'https://t.co/lc6YF5elpT', 'expanded_url': 'https://twitter.com/i/web/status/1363609896676073474', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 22:01:48,26,54.88,87.57,17.46,1.00,13.00,11.54,57.69,30.77,15.38,7.69,0.00,3.85,3.85,0.00,0.00,7.69,0.00,7.69,3.85,0.00,3.85,3.85,7.69,7.69,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,11.54,0.00,0.00,0.00,0.00,3.85,0.00,0.00,3.85,3.85,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,3.85,0.00,3.85,0.00,0.00,0.00,7.69,0.00,15.38,0.00,11.54,3.85,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,38.46,7.69,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,26.92
559,482973239,MiddleclassVote,"@FBI @DOJ 500,000 dead! Negligent Homicide? Trump pushed herd immunity, against wearing mask, social distancing, ba… https://t.co/taffzgZojb","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FBI', 'name': 'FBI', 'id': 17629860, 'id_str': '17629860', 'indices': [0, 4]}, {'screen_name': 'doj', 'name': 'Daniel', 'id': 34372586, 'id_str': '34372586', 'indices': [5, 9]}], 'urls': [{'url': 'https://t.co/taffzgZojb', 'expanded_url': 'https://twitter.com/i/web/status/1363609844150906886', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 22:01:36,22,96.54,50.00,11.00,25.77,7.33,31.82,36.36,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,9.09,4.55,4.55,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,4.55,0.00,0.00,0.00,54.55,9.09,18.18,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,18.18
560,575295839,Anthony Wilk,@ChristineAhern @9NewsAUS @TheTodayShow Look at that social distancing...,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ChristineAhern', 'name': 'Christine Ahern', 'id': 138696673, 'id_str': '138696673', 'indices': [0, 15]}, {'screen_name': '9NewsAUS', 'name': '9News Australia', 'id': 22993014, 'id_str': '22993014', 'indices': [16, 25]}, {'screen_name': 'TheTodayShow', 'name': 'The Today Show', 'id': 23879043, 'id_str': '23879043', 'indices': [26, 39]}], 'urls': []}",0,1,2021-02-21 22:01:34,8,93.26,89.42,74.76,25.77,8.00,50.00,62.50,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,25.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50
561,436273290,Jeremy L. Heath,@ramzpaul Weird. Where is the socialist...er social...distancing?,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ramzpaul', 'name': 'RAMZPAUL', 'id': 53979469, 'id_str': '53979469', 'indices': [0, 9]}], 'urls': []}",0,3,2021-02-21 22:01:34,9,75.90,86.68,58.07,1.00,4.50,33.33,77.78,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,11.11,0.00,0.00,11.11,11.11,0.00,11.11,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,11.11,0.00,22.22,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,100.00,77.78,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,11.11
562,221868446,Daithi,I mean the other thing is that there's no social distancing regulations. Otherwise almost every pavement in Ireland… https://t.co/STrPWLOVTB,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/STrPWLOVTB', 'expanded_url': 'https://twitter.com/i/web/status/1363609782461095943', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",3,7,2021-02-21 22:01:21,23,16.15,9.62,80.16,25.77,11.50,26.09,73.91,47.83,17.39,4.35,4.35,0.00,0.00,0.00,0.00,13.04,4.35,4.35,8.70,8.70,4.35,4.35,13.04,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,21.74,4.35,0.00,0.00,4.35,4.35,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,4.35,0.00,0.00,0.00,13.04,0.00,8.70,0.00,8.70,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,26.09,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,8.70
563,1147617859742457857,Joe🌹🇬🇧,@frizzbee30 @skiltz07 @stoicwoof @BBCNews @BorisJohnson Erm social distancing,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'frizzbee30', 'name': 'Frizzbee30', 'id': 1195256363947089921, 'id_str': '1195256363947089921', 'indices': [0, 11]}, {'screen_name': 'skiltz07', 'name': 'Mandy', 'id': 203611760, 'id_str': '203611760', 'indices': [12, 21]}, {'screen_name': 'stoicwoof', 'name': 'cynical stoic', 'id': 1349770654778871808, 'id_str': '1349770654778871808', 'indices': [22, 32]}, {'screen_name': 'BBCNews', 'name': 'BBC News (UK)', 'id': 612473, 'id_str': '612473', 'indices': [33, 41]}, {'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': 3131144855, 'id_str': '3131144855', 'indices': [42, 55]}], 'urls': []}",0,0,2021-02-21 22:01:18,8,93.26,89.42,7.84,25.77,8.00,75.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50
564,1113084668625276929,The Monorail Times,"@MarkWillard85 Also he was there when Florida reopened beaches and they were absolutely packed and at capacity, wit… https://t.co/DYZG9CEiCE","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MarkWillard85', 'name': 'Mark Willard 😷🇭🇰', 'id': 774551336, 'id_str': '774551336', 'indices': [0, 14]}], 'urls': [{'url': 'https://t.co/DYZG9CEiCE', 'expanded_url': 'https://twitter.com/i/web/status/1363609743344959490', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 22:01:12,23,2.78,80.77,2.02,25.77,23.00,30.43,60.87,47.83,8.70,8.70,0.00,0.00,0.00,4.35,4.35,0.00,0.00,4.35,8.70,17.39,17.39,0.00,8.70,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,13.04,0.00,8.70,4.35,0.00,4.35,0.00,0.00,0.00,0.00,8.70,0.00,4.35,4.35,0.00,0.00,26.09,8.70,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04
565,1140005491948630017,Dom,@KieranMay93 @PoliticsForAlI Where’ve u read that. Yesterday it was leaked social distancing full ends in July,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KieranMay93', 'name': 'Kieran May', 'id': 1170387759086878720, 'id_str': '1170387759086878720', 'indices': [0, 12]}, {'screen_name': 'PoliticsForAlI', 'name': 'Politics For All', 'id': 1166419406685188101, 'id_str': '1166419406685188101', 'indices': [13, 28]}], 'urls': []}",0,0,2021-02-21 22:01:04,16,56.25,89.42,99.00,25.77,8.00,31.25,81.25,31.25,18.75,6.25,0.00,0.00,6.25,0.00,0.00,12.50,0.00,6.25,6.25,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,6.25,0.00,6.25,0.00,0.00,12.50,0.00,0.00,37.50,0.00,18.75,18.75,12.50,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,25.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,12.50
566,42059174,Kev Ebbs,"@DollyDagger75 And with a 2 metre whip, you can maintain social distancing","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DollyDagger75', 'name': 'M 🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f🍀', 'id': 738560713, 'id_str': '738560713', 'indices': [0, 14]}], 'urls': []}",0,1,2021-02-21 22:00:54,12,81.63,99.00,23.51,25.77,12.00,25.00,66.67,41.67,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,8.33,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33
567,1505791153,Alfred Gliddon,@ProjectLincoln Does America not know about Social Distancing?,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ProjectLincoln', 'name': 'The Lincoln Project', 'id': 1205226529455632385, 'id_str': '1205226529455632385', 'indices': [0, 15]}], 'urls': []}",0,0,2021-02-21 22:00:51,8,38.60,10.58,99.00,25.77,8.00,37.50,75.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,12.50,0.00,12.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,25.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,25.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50
568,20306885,Mark,"@darren2903 Was lucky enough to get my vaccine as I had volunteered to be part of the school testing team.
Work wit… https://t.co/WLyYtVEQtl","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'darren2903', 'name': '🤘🏼Mighty Potter💙', 'id': 257652501, 'id_str': '257652501', 'indices': [0, 11]}], 'urls': [{'url': 'https://t.co/WLyYtVEQtl', 'expanded_url': 'https://twitter.com/i/web/status/1363609639590514692', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,1,2021-02-21 22:00:47,27,89.09,35.54,1.22,88.52,13.50,18.52,66.67,37.04,7.41,7.41,7.41,0.00,0.00,0.00,0.00,0.00,3.70,14.81,11.11,0.00,3.70,0.00,18.52,7.41,3.70,0.00,0.00,3.70,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,3.70,7.41,0.00,7.41,0.00,7.41,11.11,0.00,0.00,0.00,0.00,0.00,14.81,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,22.22,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11
569,1149048396331855873,Horlar Omega🐺♈,@Alex_Houseof308 Dem dey practice social distancing,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Alex_Houseof308', 'name': 'Four-eyed Edo Boy™', 'id': 385986859, 'id_str': '385986859', 'indices': [0, 16]}], 'urls': []}",0,0,2021-02-21 22:00:45,7,93.26,92.33,13.15,25.77,7.00,42.86,42.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57
570,830457127659532288,Diane M. Decker,"@EllieGSing Somewhere between green and yellow, but, then, I live by myself. Just retired, and was *thinking* that… https://t.co/xLionOGeI8","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'EllieGSing', 'name': 'give to tx mutual aid ➕➕➕➕➕➕➕➕➕➕', 'id': 2913086589, 'id_str': '2913086589', 'indices': [0, 11]}], 'urls': [{'url': 'https://t.co/xLionOGeI8', 'expanded_url': 'https://twitter.com/i/web/status/1363609592626823170', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",0,0,2021-02-21 22:00:36,23,9.72,9.62,80.16,25.77,11.50,26.09,78.26,52.17,17.39,8.70,8.70,0.00,0.00,0.00,0.00,4.35,0.00,8.70,4.35,8.70,17.39,0.00,13.04,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,4.35,0.00,0.00,4.35,0.00,4.35,8.70,8.70,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,4.35,8.70,0.00,4.35,4.35,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,52.17,13.04,17.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.74
571,42684062,Daytona Beach Racing & Card Club,Another of #DaytonaBeachPoker Play It Safe™ program: social distancing protocols are now in place throughout the fa… https://t.co/0HMbc1mmZ2,"{'hashtags': [{'text': 'DaytonaBeachPoker', 'indices': [11, 29]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0HMbc1mmZ2', 'expanded_url': 'https://twitter.com/i/web/status/1363609470853611524', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 22:00:07,24,93.26,66.17,48.89,99.00,24.00,25.00,66.67,33.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,4.17,12.50,4.17,4.17,0.00,0.00,4.17,4.17,0.00,0.00,4.17,4.17,8.33,8.33,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,4.17,0.00,0.00,0.00,4.17,0.00,8.33,0.00,20.83,0.00,12.50,8.33,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,25.00,8.33,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50
572,48801319,Downtown Grid,May 2020 social distancing skills over at @vicsicecream 👍 Vic's customers continue to get that right. 👍 Vic's is op… https://t.co/E3juMWC0JE,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'VicsIceCream', 'name': ""Vic's Ice Cream"", 'id': 431196743, 'id_str': '431196743', 'indices': [42, 55]}], 'urls': [{'url': 'https://t.co/E3juMWC0JE', 'expanded_url': 'https://twitter.com/i/web/status/1363609457284972545', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",1,3,2021-02-21 22:00:03,23,93.26,66.81,54.89,25.77,11.50,21.74,65.22,26.09,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,13.04,8.70,0.00,0.00,0.00,13.04,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,4.35,4.35,4.35,4.35,0.00,0.00,13.04,4.35,21.74,0.00,17.39,4.35,8.70,0.00,0.00,4.35,0.00,0.00,8.70,0.00,8.70,0.00,0.00,0.00,34.78,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,13.04
